Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Posture
2023-10-01 23:52:56,0.0391,-0.0518,0.9741,0.79,-2.75,0.24,-9.99,40.33,-4.65,supine
2023-10-01 23:52:56,0.0326,-0.0548,0.9739,0.98,-1.77,0.18,-10.14,39.78,-4.72,supine
2023-10-01 23:52:56,0.04,-0.0524,0.9753,1.04,-2.08,0.24,-10.63,39.16,-6.53,supine
2023-10-01 23:52:56,0.0359,-0.0535,0.9741,0.85,-2.5,0.06,-10.38,39.49,-4.58,supine
2023-10-01 23:52:56,0.0332,-0.0533,0.974,1.16,-1.77,0.18,-9.64,39.83,-5.21,supine
2023-10-01 23:52:56,0.0382,-0.053,0.9746,0.79,-2.44,0.24,-10.4,39.16,-5.94,supine
2023-10-01 23:52:56,0.0367,-0.0503,0.974,0.98,-2.26,0.12,-10.89,39.36,-5.41,supine
2023-10-01 23:52:56,0.0356,-0.0574,0.9745,1.1,-1.77,0.31,-10.01,39.76,-4.47,supine
2023-10-01 23:52:56,0.0339,-0.0526,0.9769,0.73,-2.93,0.31,-10.14,40.0,-5.18,supine
2023-10-01 23:52:56,0.0447,-0.0493,0.973,1.1,-1.46,0.24,-10.62,38.62,-6.38,supine
2023-10-01 23:52:57,0.0276,-0.0582,0.9762,0.73,-3.11,0.0,-10.39,40.05,-4.83,supine
2023-10-01 23:52:57,0.0469,-0.0505,0.9728,1.22,-1.28,0.31,-9.85,39.26,-4.72,supine
2023-10-01 23:52:57,0.0315,-0.0585,0.975,0.61,-3.23,-0.06,-10.82,39.47,-5.63,supine
2023-10-01 23:52:57,0.0404,-0.0519,0.974,1.28,-1.77,0.49,-10.06,39.69,-4.08,supine
2023-10-01 23:52:57,0.0363,-0.0548,0.974,0.67,-2.87,0.06,-10.27,39.36,-4.03,supine
2023-10-01 23:52:57,0.0354,-0.0516,0.975,1.22,-1.89,0.31,-10.71,39.53,-5.37,supine
2023-10-01 23:52:57,0.0399,-0.0634,0.9694,0.98,-1.95,0.18,-10.52,39.64,-4.98,supine
2023-10-01 23:52:57,0.0349,-0.053,0.9727,1.22,-1.83,0.31,-10.47,40.09,-3.85,supine
2023-10-01 23:52:57,0.0403,-0.0555,0.9692,0.73,-2.81,0.06,-10.52,39.84,-5.27,supine
2023-10-01 23:52:58,0.0314,-0.0585,0.9773,1.71,-0.24,0.24,-10.36,39.45,-5.43,supine
2023-10-01 23:52:58,0.0371,-0.0648,0.9839,0.37,-4.88,-0.06,-10.24,39.81,-4.88,supine
2023-10-01 23:52:58,0.0333,-0.0536,0.9734,1.83,-0.61,0.18,-10.28,40.06,-5.42,supine
2023-10-01 23:52:58,0.0372,-0.0593,0.9711,1.28,-2.14,0.12,-10.35,39.86,-5.42,supine
2023-10-01 23:52:58,0.0363,-0.0519,0.9705,1.16,-1.71,0.24,-10.53,39.61,-5.63,supine
2023-10-01 23:52:58,0.0397,-0.0537,0.9709,1.28,-2.08,0.18,-10.33,40.04,-3.98,supine
2023-10-01 23:52:58,0.0352,-0.0553,0.9751,1.16,-1.89,0.18,-10.56,39.42,-5.81,supine
2023-10-01 23:52:58,0.0389,-0.0533,0.9761,0.79,-2.44,0.12,-11.52,38.94,-5.81,supine
2023-10-01 23:52:58,0.0348,-0.0558,0.9761,1.1,-2.01,0.24,-10.9,40.15,-4.83,supine
2023-10-01 23:52:58,0.0381,-0.0529,0.9756,1.04,-2.38,0.31,-10.63,40.54,-3.59,supine
2023-10-01 23:52:59,0.0344,-0.0551,0.9733,0.98,-2.14,0.06,-10.75,40.26,-6.04,supine
2023-10-01 23:52:59,0.0355,-0.0511,0.9742,0.85,-2.32,0.18,-11.27,39.48,-6.19,supine
2023-10-01 23:52:59,0.038,-0.0543,0.975,1.1,-1.95,0.12,-10.52,40.31,-4.9,supine
2023-10-01 23:52:59,0.0349,-0.0529,0.9769,0.92,-2.5,0.31,-10.79,40.1,-5.1,supine
2023-10-01 23:52:59,0.0374,-0.0519,0.9745,1.1,-2.38,0.12,-11.0,39.42,-6.54,supine
2023-10-01 23:52:59,0.0366,-0.0546,0.9753,1.28,-1.83,0.31,-10.55,39.7,-4.58,supine
2023-10-01 23:52:59,0.0365,-0.0521,0.9744,0.92,-2.81,0.24,-10.67,39.65,-5.46,supine
2023-10-01 23:52:59,0.0367,-0.0549,0.9753,1.1,-1.95,0.31,-10.94,39.43,-5.92,supine
2023-10-01 23:52:59,0.037,-0.0537,0.9755,0.98,-2.32,0.24,-10.71,39.86,-4.32,supine
2023-10-01 23:52:59,0.0369,-0.0553,0.9744,1.04,-2.56,0.12,-10.75,40.08,-5.46,supine
2023-10-01 23:53:00,0.0366,-0.0541,0.9738,1.04,-1.95,0.31,-10.6,39.7,-6.34,supine
2023-10-01 23:53:00,0.0372,-0.0532,0.9742,0.73,-2.56,0.24,-11.15,39.59,-5.65,supine
2023-10-01 23:53:00,0.0354,-0.0543,0.9764,0.98,-2.26,0.12,-11.01,39.75,-4.79,supine
2023-10-01 23:53:00,0.0371,-0.0548,0.9747,1.04,-2.5,0.12,-10.56,39.49,-5.94,supine
2023-10-01 23:53:00,0.0365,-0.0554,0.9753,0.92,-2.69,0.12,-10.94,38.67,-6.34,supine
2023-10-01 23:53:00,0.0363,-0.054,0.9749,0.92,-2.26,0.0,-10.68,39.72,-4.69,supine
2023-10-01 23:53:00,0.0378,-0.0538,0.9752,1.04,-2.2,0.18,-10.41,40.05,-5.0,supine
2023-10-01 23:53:00,0.036,-0.054,0.9755,1.04,-2.44,0.12,-10.6,39.22,-6.69,supine
2023-10-01 23:53:00,0.0367,-0.0541,0.9744,1.1,-2.01,0.37,-11.24,39.2,-5.85,supine
2023-10-01 23:53:00,0.0369,-0.0529,0.976,1.04,-2.62,0.31,-10.41,39.33,-5.31,supine
